"obj_num","name_1","name_2","preset_amt_1","preset_amt_2","preset_amt_3","preset_amt_4","preset_amt_5","preset_amt_6","preset_amt_7","preset_amt_8","preset_amt_9","preset_amt_10","slu_priority","mi_slu_name_1","mi_slu_name_2","mi_slu_name_3","mi_slu_name_4","mi_slu_name_5","mi_slu_name_6","mi_slu_name_7","mi_slu_name_8","mlvl_class_name","prn_def_class_name","class_def_name","maj_grp_name","fam_grp_name","mi_grp_name","cond_grp_mem_name","cond_req_name","cond_allowed_name","nlu_grp","nlu_num","key_num","cost_1","cost_2","cost_3","cost_4","cost_5","cost_6","cost_7","cost_8","cost_9","cost_10"
"1111","1/2HALIBUT CHIPS","1/2 HAL CHPS","10","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SEAFOOD","All Items","","","FOOD MODS","1","51","","","","","","","","","","",""
"1112","SPECIAL PICATTA","","35","","","","","","","","","","","","","","","","","","","All Levels","CHECK ONLY","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","","FOOD MODS","1","51","","","","","","","","","","",""
"1113","BEEF DINNER","","47","","","","","","","","","","","","","","","","","","","All Levels","CHECK ONLY","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","","FOOD MODS","1","51","","","","","","","","","","",""
"1114","KID DINNER","","20","","","","","","","","","","","","","","","","","","","All Levels","CHECK ONLY","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","","FOOD MODS","1","51","","","","","","","","","","",""
"1115","RISOTTO ","RISOTTO ","24","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","SALAD DRESSING","FOOD MODS","","","","","","","","","","","","",""
"1116","SPECIAL F&C","","21","","","","","","","","","","","","","","","","","","","All Levels","CHECK ONLY","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","","FOOD MODS","1","51","","","","","","","","","","",""
"1117","WEDDING DINNER ","","49","","","","","","","","","","","","","","","","","","","All Levels","CHECK ONLY","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","","FOOD MODS","1","51","","","","","","","","","","",""
"1118","PAILLARD","PAILLARD","12.5","","","","","","","","","","","THE DEALS","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","SALAD DRESSING","FOOD MODS","","","","","","","","","","","","",""
"1119","VEG TERRINE","VEG TERRINE","12","","","","","","","","","","","THE DEALS","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","SALAD DRESSING","FOOD MODS","","","","","","","","","","","","",""
"1120","SEAFOOD PAELLA","SEA PAELLA","28","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","SALAD DRESSING","FOOD MODS","","","","","","","","","","","","",""
"1121","OYSTERS HALF","OYSTERS HALF","18","","","","","","","","","","","SPECIALS","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SEAFOOD","All Items","","","FOOD MODS","1","","","","","","","","","","","",""
"1122","ROCK FISH","ROCK FISH","28","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SEAFOOD","All Items","","","FOOD MODS","1","51","","","","","","","","","","",""
"1123","BABA GANOUSH","BABA","8","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","SALAD DRESSING","FOOD MODS","1","51","","","","","","","","","","",""
"1124","STK AU POIVRE","STK AU POIVR","28","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","MEAT TEMP","FOOD MODS","1","51","","","","","","","","","","",""
"1125","TIRAMISU","TIRAMISU","8","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","DESSERTS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1126","ONA PASTA SPCL","ONA PSTA SPC","38","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","PENNE/TAG","FOOD MODS","1","","","","","","","","","","","",""
"1127","GNOCCHI","GNOCCHI","24","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","SALAD DRESSING","FOOD MODS","1","","","","","","","","","","","",""
"1128","TAGLIATELLE","TAGLIATELLE","25","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","PENNE/TAG","FOOD MODS","1","","","","","","","","","","","",""
"1129","T BONE","T BONE","28","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","MEAT TEMP","FOOD MODS","1","","","","","","","","","","","",""
"1130","SPL  CHICK DNR","","22","","","","","","","","","","","","","","","","","","","All Levels","CHECK ONLY","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","","FOOD MODS","1","51","","","","","","","","","","",""
"1131","ONA PASTA SPAG","MEOW SPAG","23","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","SALAD DRESSING","FOOD MODS","1","","","","","","","","","","","",""
"1132","DUROC CHOP","DUROC CHOP","24","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","","FOOD MODS","1","51","","","","","","","","","","",""
"1133","NY STEAK","NY STEAK","32","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","MEAT TEMP","FOOD MODS","1","51","","","","","","","","","","",""
"1134","4CRS LAMB","4CRS LAMB","45","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SEAFOOD","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1135","STROGANOFF","STROGANOFF","27","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","SALAD DRESSING","FOOD MODS","1","","","","","","","","","","","",""
"1136","PRAWNS","CRISPY PRAWN","23","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","SALAD DRESSING","FOOD MODS","1","51","","","","","","","","","","",""
"1137","SUSHI ROLL","SUSHI ROLL","10","","","","","","","","","","","","","","","","","","","All Levels","CHECK/PREP","FOOD ITEM","FOOD","APPETIZERS","All Items","","","FOOD MODS","1","84","","","","","","","","","","",""
"1138","","","4","","","","","","","","","","","","","","","","","","","All Levels","CHECK/PREP","FOOD ITEM","FOOD","DESSERTS","All Items","","","FOOD MODS","1","84","","","","","","","","","","",""
"1139","CHRY CHZ CK","CHRY CHZ CK","6","","","","","","","","","","","","","","","","","","","All Levels","CHECK/PREP","FOOD ITEM","FOOD","DESSERTS","All Items","","","FOOD MODS","1","84","","","","","","","","","","",""
"1140","HALIBUT TACO","HALIBUTTACO ","20","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SEAFOOD","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1141","VEG STROGANOFF","VEG STROGANO","24","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","SALAD DRESSING","FOOD MODS","1","","","","","","","","","","","",""
"1142","DUCK BREAST","DUCK BREAST","30","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SEAFOOD","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1143","TROUT","RISOTTO","42","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","APP CHOICE","FOOD MODS","","","","","","","","","","","","",""
"1144","PETRALE","PETRALE","24","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","SALAD DRESSING","FOOD MODS","","","","","","","","","","","","",""
"1145","HAM AND CHEESE","HAM AND CHEE","12","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SANDWICHES & SUCH","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1146","CRAB DINNER","CRAB DINNER","34","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","SALAD DRESSING","FOOD MODS","","","","","","","","","","","","",""
"1147","BUFFALO CHK","BUFFALO CHK","12","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SANDWICHES & SUCH","All Items","","LUNCH SIDE","FOOD MODS","","","","","","","","","","","","",""
"1148","SALMON SAND","SALMON SAND","16","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SANDWICHES & SUCH","All Items","","LUNCH SIDE","FOOD MODS","","","","","","","","","","","","",""
"1149","GAZPACHO","GAZPACHO","8","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","","","","FOOD MODS","","","","","","","","","","","","",""
"1150","LUNCH RAMEN","LUNCH RAMEN","16","","","","","","","","","","","LUNCH","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","SALAD DRESSING","FOOD MODS","","","","","","","","","","","","",""
"1151","HALIBUT SAND","HALIBUT SAND","16","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SANDWICHES & SUCH","All Items","","LUNCH SIDE","FOOD MODS","","","","","","","","","","","","",""
"1152","CAJUN CATFISH","CAJUN CATFIS","12","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SANDWICHES & SUCH","All Items","","LUNCH SIDE","FOOD MODS","","","","","","","","","","","","",""
"1153","SPECIAL SOLE","","24","","","","","","","","","","","","","","","","","","","All Levels","CHECK ONLY","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","","FOOD MODS","1","51","","","","","","","","","","",""
"1154","SCALLOPS","SCALLOPS","28","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1155","SOBA VEG","MARSALA","18","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","SALAD DRESSING","FOOD MODS","","","","","","","","","","","","",""
"1156","MUSSELS","MUSSELS","18","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","APPETIZERS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1157","BLOSSOM","BLOSSOM","8","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","SALAD DRESSING","FOOD MODS","","","","","","","","","","","","",""
"1158","SAUSAGE PIE","SAUSAGE PIE","20","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","SALAD DRESSING","FOOD MODS","","","","","","","","","","","","",""
"1159","COBB SALAD","COBB SALAD","18","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","ENTREE SALADS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1160","TEMP OYSTER","TEMP OYSTER","17","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","SALAD DRESSING","FOOD MODS","","","","","","","","","","","","",""
"1161","MIX OYSTER SP","MIX OYSTER S","18","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","SALAD DRESSING","FOOD MODS","","","","","","","","","","","","",""
"1162","HALF CRAB DNR","HALF CRAB DR","19","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","SALAD DRESSING","FOOD MODS","","","","","","","","","","","","",""
"1163","CRAB DINNER","CRAB DINNER","24","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","SALAD DRESSING","FOOD MODS","","","","","","","","","","","","",""
"1164","BOWL SALMON CHOW","","10","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1165","FRIED CHICKEN","FRIED CHICKE","5","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1166","GRILLSEAFOOD","GRILLSEAFOOD","18","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1167","CUP CHANTERELLE","CUP CHANTERE","5","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1168","BRAISED LAMB","BRAISED LAMB","26","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","MEAT TEMP","FOOD MODS","","","","","","","","","","","","",""
"1169","LING TACO","LING TACO","16","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SEAFOOD","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1170","RIB DINNER","RIB DINNER","22","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","SALAD DRESSING","FOOD MODS","","","","","","","","","","","","",""
"1171","ELK BURGER","ELK BURGER","18","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SANDWICHES & SUCH","All Items","","MT/CHEESE/SIDE","FOOD MODS","","","","","","","","","","","","",""
"1172","PEAR SAL","PEAR SAL ALA","8","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SOUPS & STARTER SALADS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1173","RABBIT","RABBIT","24","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","SALAD DRESSING","FOOD MODS","","","","","","","","","","","","",""
"1174","FILET KEBOB","FILET KEBOB","22","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","MEAT TEMP","FOOD MODS","","","","","","","","","","","","",""
"1175","CABBAGE ROLL","CABBAGE ROLL","15","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","SALAD DRESSING","FOOD MODS","","","","","","","","","","","","",""
"1176","VEG CAB ROLL","VEGE ROLL","20","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","SALAD DRESSING","FOOD MODS","","","","","","","","","","","","",""
"1177","PAPER FISH","PAPER FISH","23","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SEAFOOD","All Items","","SALAD DRESSING","FOOD MODS","1","51","","","","","","","","","","",""
"1178","COD & CHIPS","COD & CHIPS","16","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1179","BOUILLABAISSE","BOUILLABAISS","30","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SEAFOOD","All Items","","SALAD DRESSING","FOOD MODS","","","","","","","","","","","","",""
"1180","VENUS NIPPLE","VENUS NIPPLE","8","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1181","OYSTER PO BOY","OYSTER SAND","11","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SANDWICHES & SUCH","All Items","","LUNCH SIDE","FOOD MODS","","","","","","","","","","","","",""
"1182","SEA SAUSAGE","SEA SAUSAGE","14","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1183","STRATA","STRATA","12","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1184","DENVER OMELET","DENVER OMLT","11.5","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1185","HAM&CHDR OMELET","HAM&CHD OMLT","9.5","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1186","TROUT","TROUT","42","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1187","SHORT RIBS","SHORT RIB","24","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","SALAD DRESSING","FOOD MODS","","","","","","","","","","","","",""
"1188","RAVIOLI","RAVIOLI","30","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SEAFOOD","All Items","","","","","","","","","","","","","","","",""
"1189","COD SALAD","COD SALAD","19","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SANDWICHES & SUCH","All Items","","","FOOD MODS","1","61","","","","","","","","","","",""
"1190","SPL OMELET","SPL OMELET","14","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1191","EGGPLANT FRITATA","EGGPLANT FRT","12","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1192","CAJUN OMELET","CAJUN OMELET","10","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1193","4 COURSE MUSH","4 COURSE ","55","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1194","TURKEY","TURKEY","45","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1195","MARSALA","MARSALA","26","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","SALAD DRESSING","FOOD MODS","","","","","","","","","","","","",""
"1196","SALMON ALFREDO","SALM ALFREDO","28","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SEAFOOD","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1197","CLAM PASTA","CLAM PASTA","26","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SEAFOOD","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1198","SEA RISOTTO","SEA RISOTTO","28","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","PENNE/TAG","FOOD MODS","1","51","","","","","","","","","","",""
"1199","HH CHX SPEC","HH CHX SPEC","5","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","","","","","","","","","","","","","","",""
"1200","WORLD LUNCH","","9","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","STEAKS, CHOPS & OTHER ENTREES","All Items","","","FOOD MODS","1","51","","","","","","","","","","",""
"1201","BEEF RAGU","BEEF RAGU","24","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","ENTREE SALADS","All Items","","SALAD DRESSING","FOOD MODS","1","61","","","","","","","","","","",""
"1202","M SALAD","M SALAD","12","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SOUPS & STARTER SALADS","All Items","","FOOD MODS","FOOD MODS","1","79","","","","","","","","","","",""
"1203","BLACK COD SPL","BLACK COD SP","28","","","","","","","","","","","SPECIALS","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SEAFOOD","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1204","ONA SALAD & SOUP","ONA SALAD","16","","","","","","","","","","","BANQUET","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SOUPS & STARTER SALADS","All Items","","DRESSING/HS SAL CHC","FOOD MODS","1","79","","","","","","","","","","",""
"1205","BEET TARTAR","BEET TARTAR","8","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SOUPS & STARTER SALADS","All Items","","","FOOD MODS","1","79","","","","","","","","","","",""
"1206","NICOISE SALAD","NICOISE SALA","22","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SOUPS & STARTER SALADS","All Items","","","FOOD MODS","1","79","","","","","","","","","","",""
"1207","TACO HALIBUT","TACO HALIBUT","3","","","","","","","","","","","HAPPY HOUR FOOD","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SEAFOOD","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1208","MATSU SOUP CUP","MATSU SP CUP","5","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1209","TUNA SANDWICH","TUNA SAND","9","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","LUNCH SIDE","FOOD MODS","","","","","","","","","","","","",""
"1210","SOUP & SALAD","ONA SALAD","10.5","","","","","","","","","","","THE DEALS","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","SALAD DRESSING","FOOD MODS","","","","","","","","","","","","",""
"1211","1/2 SAND & SOUP","SOUP & SAND","8","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","SANDWICHES & SUCH","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1212","BEET SALAD","BEET SALAD","10","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1213","FRENCH TOAST","FRENCH TOAST","11","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1214","CREPE","CREPE","12.5","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1215","SEAFOOD SAUSAGE","SEA SAUSAGE","15","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1216"," HASH","HASH","9","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","EGG/POTATO","FOOD MODS","","","","","","","","","","","","",""
"1217","HAM AND EGGS","HAM AND EGGS","12","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1218","GRANOLA","GRANOLA","8.5","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1219","EGGS OSCAR","EGGS OSCAR","16.5","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","MEAT/EGG/POTATO","FOOD MODS","","","","","","","","","","","","",""
"1220","VEGGIE  OMELET","VEGGIE  OMEL","12","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","POTATO CHOICE","FOOD MODS","","","","","","","","","","","","",""
"1221","DUCK CAESAR","DUCK CAESAR","18","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","ENTREE SALADS","","","","FOOD MODS","","","","","","","","","","","","",""
"1222","HUEVOS RANCHEROS","HUEVOS RNCH","14","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","EGG/POTATO","FOOD MODS","","","","","","","","","","","","",""
"1223","SALMON HASH","SALMON HASH","12.5","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
"1224","OYSTER SPL-3","OYSTER SPL-3","8","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","APPETIZERS","All Items","","","FOOD MODS","1","","","","","","","","","","","",""
"1225","LOBSTER & EGSS","LOBSTR EGGS","18","","","","","","","","","","","","","","","","","","","All Levels","CHECK/KITCHEN","FOOD ITEM","FOOD","MIXED DRINKS","All Items","","","FOOD MODS","","","","","","","","","","","","",""
